Collection Name,identifier#1,identifierSource#1,title#1,title#1$2,title#1$1,titleType#1,titleSeries#1,subject#1,subjectAuthorityUsed#1,subject#2,subjectAuthorityUsed#2,subject#3,subjectAuthorityUsed#3,subject#4,subjectAuthorityUsed#4,subject#5,subjectAuthorityUsed#5,subject#6,subjectAuthorityUsed#6,subject#7,subjectAuthorityUsed#7,subject#8,subjectAuthorityUsed#8,description#1$1,description#1$2,description#1,descriptionType#1,description#2,descriptionType#2,genre#1,genreAuthorityUsed#1,coverageTemporal#1,coverageSpatial#1,contributor#1,contributorRole#1,contributor#10,contributorRole#10,contributor#11,contributorRole#11,contributor#2,contributorRole#2,contributor#3,contributorRole#3,contributor#4,contributorRole#4,contributor#5,contributorRole#5,contributor#6,contributorRole#6,contributor#7,contributorRole#7,contributor#8,contributorRole#8,contributor#9,contributorRole#9,publisher#1,publisherRole#1,rightsSummary#1,formatPhysical#1,formatDigital#1,formatLocation#1,formatMediaType#1,formatGenerations#1,formatStandard#1,formatEncoding#1,formatTimeStart#1,formatDuration#1,formatDataRate#1,formatBitDepth#1,formatSamplingRate#1,formatTracks#1,formatChannelConfiguration#1,language#1,formatIdentifier#1,formatIdentifierSource#1,annotation#1,annotation#2,annotation#3,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Conference On World Affairs Archives,cwa_86-14.mp3,"CWA/Archives, University of Colorado at Boulder",I am a Contra,,,Program,Series XV: Central America II,"Iran-Contra Affair, 1985-1990",LCSH,Nicaragua -- History -- 1979-1990,LCSH,International relations,LCSH,United States -- Foreign relations -- Latin America,LCSH,Latin America -- Foreign relations -- United States,LCSH,,,,,,,,,"Moderator not identified. Phil Campbell argues that the U.S. policy of containment translates into the idea that revolutionary, nationalist movements in the third world are synonymous with the Soviet Union, and reactionary policies to these movements has fostered anti-American feelings throughout the world. John Tirman asserts the necessity to leave Nicaragua on its own without outside interference, and maintains that Nicaragua should not be at the forefront of U.S. policy. Reed Brody provides a brief history of the Nicaraguan conflict and Reagan’s role as a contra. Molly Ivins focuses on internal politics, illuminating the debate between those who argue we should never have supported right-wing dictators while others argue we did not support these dictators enough.",Program,00:00:10 Moderator begins -- 00:00:41 Moderator ends -- 00:00:42 Phil Campbell begins -- 00:08:55 Campbell ends -- 00:08:56 John Tirman begins -- 00:20:54 Tirman ends -- 00:21:03 Reed Brody begins -- 00:31:50 Brody ends -- 00:31:54 Molly Ivins begins -- 00:35:41 Ivins ends -- 00:35:43 Moderator -- 00:36:20 Panelists respond to each other -- 00:37:28 Questions from the audience begin -- 01:05:58 Sound cuts out -- 01:06:32 Sound comes back in (repeats a few minutes before sound was cut out) -- 01:52:38 Questions from the audience end -- 01:57:55 End of tape.,SegmentSequence,,,4/7/1986,University Memorial Center Forum,"Ivins, Molly",Panelist,,,,,"Brody, Reed, 1953-",Panelist,"Campbell, Phil",Panelist,"Tirman, John",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio cassette,audio/mpeg,"Box 227, Tape 86-14",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,1:57:55,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",,,,539275,455,cwa_86-14.mp3
Conference On World Affairs Archives,cwa_86-27.mp3,"CWA/Archives, University of Colorado at Boulder",Men versus Women,,,Program,Series XXVII: Behavior,Man-woman relationships,LCSH,Sex differences,LCSH,Sex role,LCSH,,,,,,,,,,,,,"Moderated by Daniel Raybon. This panel discusses the changing relationship and roles between men and women. Thomas Powers argues that men are resisting women’s attempts to redefine their roles in society, and he asserts that men and women are equals in nearly all aspects of life. Clara Wainwright illuminates the necessity of a group setting where men and women can discuss issues, whether gender specific or extending to the whole human species. Bob Wilber shares his experiences with women (or the lack thereof) in his field of work: nuclear weaponry. Molly Ivins introduces varying roles of women throughout history and subtle differences between the two sexes.",Program,00:00:04 Daniel Raybon begins -- 00:04:21 Raybon ends -- 00:04:29 Thomas Powers begins -- 00:13:25 Powers ends -- 00:13:35 Clara Wainwright begins -- 00:22:26 Wainwright ends -- 00:22:30 Bob Wilber begins -- 00:27:56 SOUND CUTS OUT -- 00:28:12 Sound comes back in (goes back to a few minutes before sound cut out) -- 00:35:09 Wilber ends -- 00:35:12 Molly Ivins begins -- Role of 00:48:27 Ivins ends -- 00:48:44 Questions from the audience begin -- 01:55:38 Questions from the audience end -- 01:55:46 End of tape.,SegmentSequence,,,4/7/1986,Guggenheim Geography 205,"Ivins, Molly",Panelist,,,,,"Powers, Thomas, 1940 December 12-",Panelist,"Wainwright, Clara, 1936-",Panelist,"Wilber, Bob",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio cassette,audio/mpeg,"Box 228, Tape 86-27",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:55:46,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",,,,539274,455,cwa_86-27.mp3
Conference On World Affairs Archives,cwa_86-65.mp3,"CWA/Archives, University of Colorado at Boulder",Women Journalists: The Girls on the Bus,,,Program,Series XXXII: Media,Women journalists -- United States,LCSH,Women in journalism,LCSH,Women in the mass media industry,LCSH,,,,,,,,,,,,,"Moderated by Kathi George. Molly Ivins shares her experience as a women journalist in a nearly all male dominated institution, stating that it was only her excessive height that allowed her to really break into the kind of work she wanted. Margot Adler discusses sexual harassment she faced in the workplace, as well as the immense pressure on journalists and the high suicide rate that accompanies the profession. Myra Lea MacPherson discusses the discrimination she faced and the need she felt to act like one of the boys. The Q&A session explores gender roles and ethical issues in reporting.",Program,00:00:01 Kathi George begins -- 00:00:43 George ends -- 00:00:45 Molly Ivins begins -- 00:20:15 Ivins ends -- 00:20:37 Margot Adler begins -- 00:40:45 Adler ends -- 00:45:46 Myra Lea MacPherson begins -- 01:00:12 MacPherson ends -- 01:00:15 Questions from the audience begin -- 01:58:21 End of tape (ends before questions from the audience are finished).,SegmentSequence,,,4/8/1986,Hellems Arts and Sciences 199,"Ivins, Molly",Panelist,,,,,"Adler, Margot",Panelist,"MacPherson, Myra",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio cassette,audio/mpeg,"Box 229, Tape 86-65",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:58:21,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",,,,539276,455,cwa_86-65.mp3
Conference On World Affairs Archives,cwa_86-85.mp3,"CWA/Archives, University of Colorado at Boulder",Texas Politics and Other Atrocities,,,Program,Series XVIII: Places,Texas -- Politics and government,LCSH,Texas -- History,LCSH,Hispanic Americans -- Texas,LCSH,Agricultural laborers -- Texas,LCSH,Spraying and dusting residues in agriculture,LCSH,,,,,,,,,"Moderated by Edwin Crow. Molly Ivins discusses the current political situation in Texas and shares stories of outlandish political behavior. Michael Stoff explores the transition between old politicians and new politicians, arguing that Texas will be a political barometer for the rest of the country as it transitions to a new form of politics. Tani Adams recounts her work as a chemical activist and the institutionalization of the battle against agrarian pesticides. Whitley Strieber describes the polarization between Texans and Mexican-Americans. He shares stories of his own family’s role in Texan history and his encounters with politicians.",Program,00:00:00 Edwin Crow begins -- 00:04:39 Crow ends -- 00:04:39 Molly Ivins begins -- 00:12:10 Molly Ivins ends -- 00:12:28 Michael Stoff begins -- 00:26:19 Stoff ends -- 00:26:36 Tani Adams begins -- 00:41:23 Tani Adams ends -- 00:41:26 Whitley Strieber begins -- 00:57:10 Strieber ends -- 00:57:15 Panelists respond to one another -- 01:02:57 Intermission begins -- 01:04:39 Intermission ends -- 01:04:41 Panelists continue to respond to each other -- 01:05:30 Questions from the audience begin -- 01:51:58 Questions from the audience end -- 01:52:12 End of tape.,SegmentSequence,,,4/9/1986,University Memorial Center Glenn Miller Ballroom,"Ivins, Molly",Panelist,,,,,"Adams, Tani Marilena",Panelist,"Stoff, Michael B.",Panelist,"Whitley, Strieber",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio cassette,audio/mpeg,Box 230 Tape 86-65,Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,1:52:12,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",,,,539278,455,cwa_86-85.mp3
Conference On World Affairs Archives,cwa_86-126.mp3,"CWA/Archives, University of Colorado at Boulder",Hatred of Learning,,,Program,Series XXVI: Information Age,Learning,LCSH,Teachers,LCSH,,,,,,,,,,,,,,,"Moderated by Leo Cabell. Amy Edmondson argues that the hatred of learning is a learned process, claiming it is human nature to want to learn. David Finkle discusses the duality of the meaning of the phrase ‘hatred of learning’, and explores how some people hate both learning and those who have learning. He ponders why there are some who resist learning, and questions the historical background of learning. Molly Ivins argues there are three sources of the hatred of learning: sense of failure, the perception that people use knowledge as an oppressive weapon, and the idea that learning results in abandonment of former identity. Michael Stoff claims learning is an ongoing process and concurs with Edmondson’s belief that it is human nature to learn. He explores American society’s treatment of teachers and the possible reasons for failing teachers.",Program,"00:00:00 Leo W. Cabell, Jr. begins -- 00:01:20 Cabell ends -- 00:01:30 Amy Edmondson begins -- 00:10:04 Edmondson ends -- 00:10:29 David Finkle begins -- 00:20:39 Finkle ends -- 00:20:50 Molly Ivins begins -- 00:28:32 Ivins ends -- 00:28:33 Michael Stoff begins -- 00:39:26 Stoff ends -- 00:39:50 Questions from the audience begin -- 01:53:54 Questions from the audience end -- 01:55:39 End of tape.",SegmentSequence,,,4/10/1986,University Memorial Center Glenn Miller Ballroom,"Ivins, Molly",Panelist,,,,,"Edmondson, Amy C.",Panelist,"Finkle, David",Panelist,"Stoff, Michael B.",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio cassette,audio/mpeg,"Box 232, Tape 86-126",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:55:39,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",,,,539279,455,cwa_86-126.mp3
Conference On World Affairs Archives,cwa_86-139.mp3,"CWA/Archives, University of Colorado at Boulder",John Kennedy’s Assassination,,,Program,Series VI: Aliaque,"Kennedy, John F. (John Fitzgerald), 1917-1963 -- Assassination",LCSH,Presidents -- Assassination -- United States,LCSH,Assassination -- Investigation,LCSH,,,,,,,,,,,,,"Chaired by Horace B. Holmes. [Molly Ivins and Myra MacPherson were scheduled to participate, but neither is heard on this recording.] Josiah Thompson displays and analyzes the Abraham Zapruder film of Kennedy’s assassination. He invites the audience to determine the exact events of the day as the footage is reviewed frame by frame. He provides background information as well as results of the Warren Commission and the botched autopsy. In the Q&A session he speculates on possible conspiracies and reflects on the search for truth and justice.",Program,00:00:00 Horace B. Holmes begins -- 00:01:35 Holmes ends -- 00:01:44 Josiah Thompson discusses the significance and symbolism of the assassination -- 00:04:47 Begins showing films of the Kennedy motorcade and assassination -- 00:09:20 Changes the film reel and discusses impact of the Kennedy assassination on his own life -- 00:10:47 Begins playing second reel of film -- 00:15:10 Second film finishes playing -- 00:15:13 Begins showing pictures of the Kennedys earlier in the day and another film -- 00:21:56 Thompson discusses research on the assassination and the proposed scenarios -- 00:24:14 Thompson asks the audience to join him in figuring out what happened and begins analyzing the evidence -- 00:26:30 Thompson and the audience look for the first shot and discuss logistics -- 00:42:43 Intermission begins -- 00:44:51 Intermission ends -- 00:44:53 Thompson discusses the Kennedy autopsy -- 00:51:00 Thompson continues discussing the events of the day -- 01:12:10 Thompson discusses the search for truth -- 01:14:10 Questions from the audience begin -- 01:33:53 Questions from the audience end -- 01:33:56 End of tape.,SegmentSequence,,,4/10/1986,University Memorial Center 230,"Thompson, Josiah",Panelist,,,,,,,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio cassette,audio/mpeg,"Box 232, Tape 86-139",Sound,Audio/Original recording,MPEG Audio,mp3,10:00:00-07:00,1:33:56,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",JZ -- 25 June 2015,,,539282,455,cwa_86-139.mp3
Conference On World Affairs Archives,cwa_86-163.mp3,"CWA/Archives, University of Colorado at Boulder",Do the Media Promote Addiction?,,,Program,Series XXX: Kids and Cocaine,Addicts,LCSH,Press -- United States,LCSH,,,,,,,,,,,,,,,"Moderated by Marie Fagan. [Molly Ivins was scheduled to participate on this panel, but is not heard on this recording.] Robert Cornet vehemently argues that the media do not promote addiction, and advocates the necessity of learning the power of rhetoric in order to defend oneself against the persuasive powers of media. Thomas Adams agrees with Cornet in that there is no actual causation between media and addiction, and explores why people first start using drugs and subsequent media targeting of race and gender groups. Bruce Sumner ponders the significance of the first amendment and the societal origins of addiction, agreeing with his panelists that the media is merely a reflection of society, and does not instigate addiction.",Program,00:00:02 Fagan begins -- 00:01:35 Fagan ends -- 00:01:37 Robert Cornet begins -- 00:08:02 Cornet ends -- 00:08:05 Thomas Adams begins -- 00:30:25 Adams ends -- 00:30:37 Bruce Sumner begins -- 00:37:26 Sumner ends -- 00:37:27 Questions from the audience begin -- 01:13:23 Questions from the audience end -- 01:13:30 End of tape.,SegmentSequence,,,4/11/1986,University Memorial Center 157,"Adams, W. Thomas",Panelist,,,,,"Cornet, Robert J.",Panelist,"Ivanovich, Douglas",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio cassette,audio/mpeg,"Box 233, Tape 86-163",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:13:30,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",JZ -- 25 June 2015,,,539283,455,cwa_86-163.mp3
Conference On World Affairs Archives,cwa_87-14.mp3,"CWA/Archives, University of Colorado at Boulder",Religion and Politics: Does it Sell?,,,Program,Series XV: Humor and Society,,,,,,,,,,,,,,,,,,,"Moderated by Michael Newman. Molly Ivins begins by talking about the conjunction of fundamental religion and politics. Ivins explains why fundamentalism is attractive in the American society at this time. Roger Ebert talks about how a person with the greatest faith has the greatest doubt. Ebert then states three things  spontaneity, content, and interaction  religious television has that ordinary television usually lacks. Margot Adler talks about how spirituality reality is like the natural world. Christopher Bigsby explains why he doesn't fundamentally understand the United States.",Program,,,,,4/6/1987,Memorial Forum,"Ebert, Roger",Panelist,,,,,"Ivins, Molly",Panelist,"Bigsby, Christopher",Panelist,"Adler, Margot",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/8 inch audio cassette,audio/mpeg,"Box 236, Tape 87-14",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,1:57:44,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,538864,455,87-14.output.jpg
Conference On World Affairs Archives,cwa_87-22.mp3,"CWA/Archives, University of Colorado at Boulder",The Power of Fundamentalist Religion,,,Program,Series XXIII: Religion,Religious fundamentalism,LCSH,Fundamentalism,LCSH,Islamic fundamentalism,LCSH,Jewish fundamentalism,LCSH,,,,,,,,,,,"Chaired by Beverly Sears. This panel explores religious fundamentalism around the world and seeks to discover motivations, causes, and long term effects of this zealous religious movement. Jonathan Broder discusses fundamentalist religion in the Middle East and recounts a brief history of the area to explain the emergence of fundamentalist terrorists. Molly Ivins describes American fundamentalism, and provides reasons and motivations behind this religious movement. Sally Fay explores the power of fundamentalism and the place of social issues in religious fervor.",Program,00:00:00 Beverly Sears begins -- 00:02:40 Sears ends -- 00:02:45 Jonathan Broder begins -- 00:26:05 Broder finishes -- 00:26:07 Sears begins -- 00:28:21 Sears ends -- 00:28:31 Molly Ivins begins -- 00:46:09 Ivins ends -- 00:46:30 Sears begins -- 00:47:35 Sally Fay begins -- 00:54:32 Fay ends -- 00:54:56 Questions from the audience begin -- 01:41:21 Questions from the audience end -- 01:41:29 End of tape.,SegmentSequence,,,4/6/1987,Duane Physics and Astrophysics G 020,"Ivins, Molly",Panelist,,,,,"Broder, Jonathan",Panelist,"Fay, Sally",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio cassette,audio/mpeg,"Box 236, Tape 87-22",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:41:29,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",,,,539285,455,cwa_87-22.mp3
Conference On World Affairs Archives,cwa_87-9.mp3,"CWA/Archives, University of Colorado at Boulder","Zeus, Energy, and the Hairy Man Within",,,Program,Series IX: Relationships,Man-woman relationships,LCSH,Men's movement,LCSH,Masculinity in popular culture,LCSH,,,,,,,,,,,,,"Moderated by Olivia Edwards. This panel explores the changing role of men and their relationship to women during the women’s movement. Stuart Schoffman introduces the work of Robert Bly and discusses the necessity of creating an image of maleness that is both sexual and sensitive. Michael Stoff shares his own experience in a time of changing gender roles and his own familiarity with the isolation of sensitive men. Molly Ivins counters Schoffman’s point, arguing that Robert Bly isn’t relevant and men are just using Bly’s work as an excuse to demonize the women’s movement. Laurie Taylor contemplates the very nature of talking about oneself and the rhetoric used to describe men and women.",Program,00:00:00 Olivia Edwards begins -- 00:02:26 Edwards ends -- 00:02:27 Stuart Schoffman begins -- 00:20:26 Schoffman ends -- 00:20:31 Michael Stoff begins -- 00:39:23 Stoff ends -- 00:39:28 Molly Ivins begins -- 00:47:37 Ivins ends -- 00:47:49 Laurie Taylor begins -- 00:58:13 Taylor ends -- 00:58:27 Intermission begins -- 01:05:46 Intermission ends -- 01:05:48 Questions from the audience begin -- 01:52:38 End of tape (Questions from the audience not finished).,SegmentSequence,,,4/6/1987,University Memorial Center 157,"Ivins, Molly",Panelist,,,,,"Schoffman, Stuart",Panelist,"Stoff, Michael B.",Panelist,"Taylor, Laurie, 1936-",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio cassette,audio/mpeg,"Box 236, Tape 87-9",Sound,Audio/Original recording,MPEG Audio,mp3,10:00:00-07:00,1:52:38,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",,,,539284,455,cwa_87-9.mp3
Conference On World Affairs Archives,cwa_87-53.mp3,"CWA/Archives, University of Colorado at Boulder",The Press: Sins of Omission,,,Program,Series XX: Media,Press -- United States,LCSH,Press -- Great Britain,LCSH,Journalism,LCSH,,,,,,,,,,,,,"Moderated by Jennifer Heath. This panel discusses flaws and problems in the field of journalism, particularly issues in producing marketable content that is also factually correct. Molly Ivins reflects on the history of journalism and claims that omission in journalism results from attempts to reduce complex stories to two sided conflicts. Peter Pringle acknowledges corruption and the inward focus of journalists and discusses problems in British journalism. Lee Allen maintains that a free press and flow of information is what contributes to the success of the world; he explores the difficulties of crafting marketable news for a wide audience. Francois Xavier Lovat shares his anger with the mechanisms of journalism and recounts stories of his struggle for justice in journalism.",Program,00:00:00 Molly Ivins in the middle of speaking -- 00:07:58 Ivins ends -- 00:08:02 Peter Pringle -- 00:13:18 Pringle ends -- 00:13:20 Lee Allen begins -- 00:20:49 Allen ends -- 00:20:50 Francois Xavier Lovat -- 00:28:44 Lovat ends -- 00:28:50 Panelists respond to each other -- 00:49:37 Questions from the audience begin -- 01:43:05 Questions from the audience finish -- 01:43:11 End of tape.,SegmentSequence,,,4/7/1987,University Memorial Center 235,"Ivins, Molly",Panelist,,,,,"Allen, Lee",Panelist,"Lovat, François-Xavier",Panelist,"Lovat, François-Xavier",Panelist,"Pringle, Peter K.",Panelist,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio cassette,audio/mpeg,"Box 237, Tape 87-53",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,1:43:11,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",,,,539286,455,cwa_87-53.mp3
